"lines","pres_year","district","state_abb","cd","stcd","dem_pct","rep_pct","dpres"
"2022",2020,"UT-03","UT",3,4403,38.3,57.5,39.98
"2022",2020,"UT-04","UT",4,4404,34.8,60.7,36.44
"2022",2020,"VT-AL","VT",1,4501,66.4,30.8,68.31
"2022",2020,"VA-01","VA",1,4601,46.2,52.3,46.9
"2022",2020,"VA-02","VA",2,4602,50.1,48.2,50.97
"2022",2020,"VA-03","VA",3,4603,68.3,30,69.48
"2022",2020,"VA-04","VA",4,4604,67.2,31.5,68.09
"2022",2020,"VA-05","VA",5,4605,45.2,53.4,45.84
"2022",2020,"VA-06","VA",6,4606,38.4,60,39.02
"2022",2020,"VA-07","VA",7,4607,52.6,45.8,53.46
"2022",2020,"VA-08","VA",8,4608,77.4,21.3,78.42
"2022",2020,"VA-09","VA",9,4609,28.5,70.3,28.85
"2022",2020,"VA-10","VA",10,4610,58.3,40.2,59.19
"2022",2020,"VA-11","VA",11,4611,70,28.7,70.92
"2022",2020,"WA-01","WA",1,4701,64,33.3,65.78
"2022",2020,"WA-02","WA",2,4702,60.1,37.2,61.77
"2022",2020,"WA-03","WA",3,4703,46.6,50.8,47.84
"2022",2020,"WA-04","WA",4,4704,40.3,57.2,41.33
"2022",2020,"WA-05","WA",5,4705,43.5,53.5,44.85
"2022",2020,"WA-06","WA",6,4706,57.1,39.9,58.87
"2022",2020,"WA-07","WA",7,4707,86.8,11.3,88.48
"2022",2020,"WA-08","WA",8,4708,52,45.3,53.44
"2022",2020,"WA-09","WA",9,4709,71.5,26.3,73.11
"2022",2020,"WA-10","WA",10,4710,57.3,39.6,59.13
"2022",2020,"WV-01","WV",1,4801,28.8,69.7,29.24
"2022",2020,"WV-02","WV",2,4802,30.6,67.6,31.16
"2022",2020,"WI-01","WI",1,4901,48.3,50.3,48.99
"2022",2020,"WI-02","WI",2,4902,70.2,28.4,71.2
"2022",2020,"WI-03","WI",3,4903,46.8,51.5,47.61
"2022",2020,"WI-04","WI",4,4904,75.9,22.8,76.9
"2022",2020,"WI-05","WI",5,4905,37.9,60.8,38.4
"2022",2020,"WI-06","WI",6,4906,41.4,57,42.07
"2022",2020,"WI-07","WI",7,4907,39.3,59.2,39.9
"2022",2020,"WI-08","WI",8,4908,41.5,57,42.13
"2022",2020,"WY-AL","WY",1,5001,26.7,70.4,27.5
"2024",2020,"AL-01","AL",1,101,24,75,24.24
"2024",2020,"AL-02","AL",2,102,56,43,56.57
"2024",2020,"AL-03","AL",3,103,29,70,29.29
"2024",2020,"AL-04","AL",4,104,18,81,18.18
"2024",2020,"AL-05","AL",5,105,36,63,36.36
"2024",2020,"AL-06","AL",6,106,30,68,30.61
"2024",2020,"AL-07","AL",7,107,64,35,64.65
"2024",2020,"AK-AL","AK",1,201,43,53,44.79
"2024",2020,"AZ-01","AZ",1,301,50,49,50.51
"2024",2020,"AZ-02","AZ",2,302,45,53,45.92
"2024",2020,"AZ-03","AZ",3,303,75,24,75.76
"2024",2020,"AZ-04","AZ",4,304,54,44,55.1
"2024",2020,"AZ-05","AZ",5,305,41,57,41.84
"2024",2020,"AZ-06","AZ",6,306,49.3,49.2,50.05
"2024",2020,"AZ-07","AZ",7,307,66,33,66.67
"2024",2020,"AZ-08","AZ",8,308,43,56,43.43
"2024",2020,"AZ-09","AZ",9,309,36,62,36.73
"2024",2020,"AR-01","AR",1,401,28,69,28.87
"2024",2020,"AR-02","AR",2,402,42,55,43.3
"2024",2020,"AR-03","AR",3,403,37,60,38.14
"2024",2020,"AR-04","AR",4,404,31,66,31.96
"2024",2020,"CA-01","CA",1,501,39,58,40.21
"2024",2020,"CA-02","CA",2,502,74,24,75.51
"2024",2020,"CA-03","CA",3,503,48,50,48.98
"2024",2020,"CA-04","CA",4,504,67,30,69.07
"2024",2020,"CA-05","CA",5,505,43,55,43.88
"2024",2020,"CA-06","CA",6,506,58,39,59.79
"2024",2020,"CA-07","CA",7,507,67,30,69.07
"2024",2020,"CA-08","CA",8,508,76,22,77.55
"2024",2020,"CA-09","CA",9,509,55,43,56.12
"2024",2020,"CA-10","CA",10,510,69,29,70.41
"2024",2020,"CA-11","CA",11,511,86,12,87.76
"2024",2020,"CA-12","CA",12,512,89,9,90.82
"2024",2020,"CA-13","CA",13,513,54,43,55.67
"2024",2020,"CA-14","CA",14,514,72,26,73.47
"2024",2020,"CA-15","CA",15,515,78,20,79.59
"2024",2020,"CA-16","CA",16,516,75,22,77.32
"2024",2020,"CA-17","CA",17,517,73,25,74.49
"2024",2020,"CA-18","CA",18,518,71,27,72.45
"2024",2020,"CA-19","CA",19,519,69,29,70.41
"2024",2020,"CA-20","CA",20,520,36,61,37.11
"2024",2020,"CA-21","CA",21,521,59,39,60.2
"2024",2020,"CA-22","CA",22,522,55,42,56.7
"2024",2020,"CA-23","CA",23,523,44,54,44.9
"2024",2020,"CA-24","CA",24,524,63,34,64.95
"2024",2020,"CA-25","CA",25,525,57,41,58.16
"2024",2020,"CA-26","CA",26,526,59,39,60.2
"2024",2020,"CA-27","CA",27,527,55,43,56.12
"2024",2020,"CA-28","CA",28,528,66,32,67.35
"2024",2020,"CA-29","CA",29,529,75,23,76.53
"2024",2020,"CA-30","CA",30,530,72,26,73.47
"2024",2020,"CA-31","CA",31,531,64,33,65.98
"2024",2020,"CA-32","CA",32,532,69,29,70.41
"2024",2020,"CA-33","CA",33,533,62,36,63.27
"2024",2020,"CA-34","CA",34,534,81,17,82.65
"2024",2020,"CA-35","CA",35,535,63,35,64.29
"2024",2020,"CA-36","CA",36,536,71,27,72.45
"2024",2020,"CA-37","CA",37,537,86,12,87.76
"2024",2020,"CA-38","CA",38,538,64,34,65.31
"2024",2020,"CA-39","CA",39,539,62,36,63.27
"2024",2020,"CA-40","CA",40,540,50,48,51.02
"2024",2020,"CA-41","CA",41,541,49,50,49.49
"2024",2020,"CA-42","CA",42,542,72,26,73.47
"2024",2020,"CA-43","CA",43,543,81,17,82.65
"2024",2020,"CA-44","CA",44,544,73,25,74.49
"2024",2020,"CA-45","CA",45,545,52,46,53.06
"2024",2020,"CA-46","CA",46,546,64,34,65.31
"2024",2020,"CA-47","CA",47,547,54,43,55.67
"2024",2020,"CA-48","CA",48,548,43,55,43.88
"2024",2020,"CA-49","CA",49,549,55,43,56.12
"2024",2020,"CA-50","CA",50,550,65,32,67.01
"2024",2020,"CA-51","CA",51,551,62,35,63.92
"2024",2020,"CA-52","CA",52,552,67,31,68.37
"2024",2020,"CO-01","CO",1,601,80,18,81.63
"2024",2020,"CO-02","CO",2,602,69,29,70.41
"2024",2020,"CO-03","CO",3,603,45,53,45.92
"2024",2020,"CO-04","CO",4,604,39,58,40.21
"2024",2020,"CO-05","CO",5,605,43,53,44.79
"2024",2020,"CO-06","CO",6,606,61,37,62.24
"2024",2020,"CO-07","CO",7,607,56,42,57.14
"2024",2020,"CO-08","CO",8,608,51,46,52.58
"2024",2020,"CT-01","CT",1,701,63,35,64.29
"2024",2020,"CT-02","CT",2,702,55,43,56.12
"2024",2020,"CT-03","CT",3,703,59,40,59.6
"2024",2020,"CT-04","CT",4,704,65,34,65.66
"2024",2020,"CT-05","CT",5,705,55,44,55.56
"2024",2020,"DE-AL","DE",1,801,59,40,59.6
"2024",2020,"FL-01","FL",1,901,33,65,33.67
"2024",2020,"FL-02","FL",2,902,44,55,44.44
"2024",2020,"FL-03","FL",3,903,42,57,42.42
"2024",2020,"FL-04","FL",4,904,46,53,46.46
"2024",2020,"FL-05","FL",5,905,41,57,41.84
"2024",2020,"FL-06","FL",6,906,38,61,38.38
"2024",2020,"FL-07","FL",7,907,47,52,47.47
"2024",2020,"FL-08","FL",8,908,41,58,41.41
"2024",2020,"FL-09","FL",9,909,58,41,58.59
"2024",2020,"FL-10","FL",10,910,65,34,65.66
"2024",2020,"FL-11","FL",11,911,44,55,44.44
"2024",2020,"FL-12","FL",12,912,35,64,35.35
"2024",2020,"FL-13","FL",13,913,46,53,46.46
"2024",2020,"FL-14","FL",14,914,59,40,59.6
"2024",2020,"FL-15","FL",15,915,48,51,48.48
"2024",2020,"FL-16","FL",16,916,45,54,45.45
"2024",2020,"FL-17","FL",17,917,42,58,42
"2024",2020,"FL-18","FL",18,918,38,61,38.38
"2024",2020,"FL-19","FL",19,919,39,60,39.39
"2024",2020,"FL-20","FL",20,920,76,24,76
"2024",2020,"FL-21","FL",21,921,45,54,45.45
"2024",2020,"FL-22","FL",22,922,58,41,58.59
"2024",2020,"FL-23","FL",23,923,56,43,56.57
"2024",2020,"FL-24","FL",24,924,74,25,74.75
"2024",2020,"FL-25","FL",25,925,60,40,60
"2024",2020,"FL-26","FL",26,926,41,59,41
"2024",2020,"FL-27","FL",27,927,49.6,49.9,49.85
"2024",2020,"FL-28","FL",28,928,47,53,47
"2024",2020,"GA-01","GA",1,1001,43,56,43.43
"2024",2020,"GA-02","GA",2,1002,55,44,55.56
"2024",2020,"GA-03","GA",3,1003,34,64,34.69
"2024",2020,"GA-04","GA",4,1004,78,21,78.79
"2024",2020,"GA-05","GA",5,1005,86,13,86.87
"2024",2020,"GA-06","GA",6,1006,74,25,74.75
"2024",2020,"GA-07","GA",7,1007,40,59,40.4
"2024",2020,"GA-08","GA",8,1008,36,63,36.36
"2024",2020,"GA-09","GA",9,1009,33,65,33.67
"2024",2020,"GA-10","GA",10,1010,39,60,39.39
"2024",2020,"GA-11","GA",11,1011,38,60,38.78
"2024",2020,"GA-12","GA",12,1012,44,54,44.9
"2024",2020,"GA-13","GA",13,1013,70,29,70.71
"2024",2020,"GA-14","GA",14,1014,31,68,31.31
"2024",2020,"HI-01","HI",1,1101,64,34,65.31
"2024",2020,"HI-02","HI",2,1102,64,34,65.31
"2024",2020,"ID-01","ID",1,1201,30,68,30.61
"2024",2020,"ID-02","ID",2,1202,37,60,38.14
"2024",2020,"IL-01","IL",1,1301,70,28,71.43
"2024",2020,"IL-02","IL",2,1302,69,29,70.41
"2024",2020,"IL-03","IL",3,1303,70,28,71.43
"2024",2020,"IL-04","IL",4,1304,72,26,73.47
"2024",2020,"IL-05","IL",5,1305,69,29,70.41
"2024",2020,"IL-06","IL",6,1306,55,44,55.56
"2024",2020,"IL-07","IL",7,1307,86,13,86.87
"2024",2020,"IL-08","IL",8,1308,57,41,58.16
"2024",2020,"IL-09","IL",9,1309,70,28,71.43
"2024",2020,"IL-10","IL",10,1310,62,36,63.27
"2024",2020,"IL-11","IL",11,1311,57,41,58.16
"2024",2020,"IL-12","IL",12,1312,28,71,28.28
"2024",2020,"IL-13","IL",13,1313,54,43,55.67
"2024",2020,"IL-14","IL",14,1314,55,43,56.12
"2024",2020,"IL-15","IL",15,1315,30,68,30.61
"2024",2020,"IL-16","IL",16,1316,38,60,38.78
"2024",2020,"IL-17","IL",17,1317,53,45,54.08
"2024",2020,"IN-01","IN",1,1401,53,45,54.08
"2024",2020,"IN-02","IN",2,1402,38,60,38.78
"2024",2020,"IN-03","IN",3,1403,34,64,34.69
"2024",2020,"IN-04","IN",4,1404,34,63,35.05
"2024",2020,"IN-05","IN",5,1405,41,57,41.84
"2024",2020,"IN-06","IN",6,1406,33,65,33.67
"2024",2020,"IN-07","IN",7,1407,70,28,71.43
"2024",2020,"IN-08","IN",8,1408,33,65,33.67
"2024",2020,"IN-09","IN",9,1409,35,63,35.71
"2024",2020,"IA-01","IA",1,1501,48,51,48.48
"2024",2020,"IA-02","IA",2,1502,47,51,47.96
"2024",2020,"IA-03","IA",3,1503,48.9,49.3,49.8
"2024",2020,"IA-04","IA",4,1504,36,62,36.73
"2024",2020,"KS-01","KS",1,1601,34,64,34.69
"2024",2020,"KS-02","KS",2,1602,41,57,41.84
"2024",2020,"KS-03","KS",3,1603,51,47,52.04
"2024",2020,"KS-04","KS",4,1604,38,60,38.78
"2024",2020,"KY-01","KY",1,1701,28,71,28.28
"2024",2020,"KY-02","KY",2,1702,31,68,31.31
"2024",2020,"KY-03","KY",3,1703,60,38,61.22
"2024",2020,"KY-04","KY",4,1704,33,65,33.67
"2024",2020,"KY-05","KY",5,1705,20,79,20.2
"2024",2020,"KY-06","KY",6,1706,44,54,44.9
"2024",2020,"LA-01","LA",1,1801,30,68,30.61
"2024",2020,"LA-02","LA",2,1802,67,31,68.37
"2024",2020,"LA-03","LA",3,1803,28,70,28.57
"2024",2020,"LA-04","LA",4,1804,25,74,25.25
"2024",2020,"LA-05","LA",5,1805,32,66,32.65
"2024",2020,"LA-06","LA",6,1806,59,39,60.2
"2024",2020,"ME-01","ME",1,1901,60,37,61.86
"2024",2020,"ME-02","ME",2,1902,45,52,46.39
"2024",2020,"MD-01","MD",1,2001,42,56,42.86
"2024",2020,"MD-02","MD",2,2002,59,39,60.2
"2024",2020,"MD-03","MD",3,2003,62,36,63.27
"2024",2020,"MD-04","MD",4,2004,90,9,90.91
"2024",2020,"MD-05","MD",5,2005,67,31,68.37
"2024",2020,"MD-06","MD",6,2006,54,44,55.1
"2024",2020,"MD-07","MD",7,2007,81,17,82.65
"2024",2020,"MD-08","MD",8,2008,81,18,81.82
"2024",2020,"MA-01","MA",1,2101,60,38,61.22
"2024",2020,"MA-02","MA",2,2102,64,33,65.98
"2024",2020,"MA-03","MA",3,2103,63,35,64.29
"2024",2020,"MA-04","MA",4,2104,63,35,64.29
"2024",2020,"MA-05","MA",5,2105,75,24,75.76
"2024",2020,"MA-06","MA",6,2106,63,35,64.29
"2024",2020,"MA-07","MA",7,2107,86,13,86.87
"2024",2020,"MA-08","MA",8,2108,67,31,68.37
"2024",2020,"MA-09","MA",9,2109,58,40,59.18
"2024",2020,"MI-01","MI",1,2201,39,59,39.8
"2024",2020,"MI-02","MI",2,2202,35,63,35.71
"2024",2020,"MI-03","MI",3,2203,53,45,54.08
"2024",2020,"MI-04","MI",4,2204,47,51,47.96
"2024",2020,"MI-05","MI",5,2205,37,61,37.76
"2024",2020,"MI-06","MI",6,2206,63,36,63.64
"2024",2020,"MI-07","MI",7,2207,49.4,48.9,50.25
"2024",2020,"MI-08","MI",8,2208,50,48,51.02
"2024",2020,"MI-09","MI",9,2209,35,64,35.35
"2024",2020,"MI-10","MI",10,2210,49,50,49.49
"2024",2020,"MI-11","MI",11,2211,59,39,60.2
"2024",2020,"MI-12","MI",12,2212,74,25,74.75
"2024",2020,"MI-13","MI",13,2213,74,25,74.75
"2024",2020,"MN-01","MN",1,2301,44,54,44.9
"2024",2020,"MN-02","MN",2,2302,53,45,54.08
"2024",2020,"MN-03","MN",3,2303,60,39,60.61
"2024",2020,"MN-04","MN",4,2304,68,30,69.39
"2024",2020,"MN-05","MN",5,2305,81,17,82.65
"2024",2020,"MN-06","MN",6,2306,40,58,40.82
"2024",2020,"MN-07","MN",7,2307,32,66,32.65
"2024",2020,"MN-08","MN",8,2308,43,55,43.88
"2024",2020,"MS-01","MS",1,2401,33,65,33.67
"2024",2020,"MS-02","MS",2,2402,62,36,63.27
"2024",2020,"MS-03","MS",3,2403,37,62,37.37
"2024",2020,"MS-04","MS",4,2404,30,68,30.61
"2024",2020,"MO-01","MO",1,2501,78,20,79.59
"2024",2020,"MO-02","MO",2,2502,45,53,45.92
"2024",2020,"MO-03","MO",3,2503,36,62,36.73
"2024",2020,"MO-04","MO",4,2504,29,69,29.59
"2024",2020,"MO-05","MO",5,2505,62,36,63.27
"2024",2020,"MO-06","MO",6,2506,31,68,31.31
"2024",2020,"MO-07","MO",7,2507,28,70,28.57
"2024",2020,"MO-08","MO",8,2508,24,75,24.24
"2024",2020,"MT-01","MT",1,2601,45,52,46.39
"2024",2020,"MT-02","MT",2,2602,35,62,36.08
"2024",2020,"NE-01","NE",1,2701,43,54,44.33
"2024",2020,"NE-02","NE",2,2702,52,46,53.06
"2024",2020,"NE-03","NE",3,2703,23,75,23.47
"2024",2020,"NV-01","NV",1,2801,53,45,54.08
"2024",2020,"NV-02","NV",2,2802,43,54,44.33
"2024",2020,"NV-03","NV",3,2803,52,46,53.06
"2024",2020,"NV-04","NV",4,2804,53,45,54.08
"2024",2020,"NH-01","NH",1,2901,52,46,53.06
"2024",2020,"NH-02","NH",2,2902,54,45,54.55
"2024",2020,"NJ-01","NJ",1,3001,62,37,62.63
"2024",2020,"NJ-02","NJ",2,3002,47,52,47.47
"2024",2020,"NJ-03","NJ",3,3003,56,42,57.14
"2024",2020,"NJ-04","NJ",4,3004,38,61,38.38
"2024",2020,"NJ-05","NJ",5,3005,56,43,56.57
"2024",2020,"NJ-06","NJ",6,3006,59,40,59.6
"2024",2020,"NJ-07","NJ",7,3007,51,47,52.04
"2024",2020,"NJ-08","NJ",8,3008,72,27,72.73
"2024",2020,"NJ-09","NJ",9,3009,59,40,59.6
"2024",2020,"NJ-10","NJ",10,3010,81,19,81
"2024",2020,"NJ-11","NJ",11,3011,58,41,58.59
"2024",2020,"NJ-12","NJ",12,3012,67,32,67.68
"2024",2020,"NM-01","NM",1,3101,56,42,57.14
"2024",2020,"NM-02","NM",2,3102,52,46,53.06
"2024",2020,"NM-03","NM",3,3103,54,44,55.1
"2024",2020,"NY-01","NY",1,3201,49,50,49.49
"2024",2020,"NY-02","NY",2,3202,48,51,48.48
"2024",2020,"NY-03","NY",3,3203,55,44,55.56
"2024",2020,"NY-04","NY",4,3204,57,42,57.58
"2024",2020,"NY-05","NY",5,3205,81,19,81
"2024",2020,"NY-06","NY",6,3206,64,35,64.65
"2024",2020,"NY-07","NY",7,3207,80,19,80.81
"2024",2020,"NY-08","NY",8,3208,77,22,77.78
"2024",2020,"NY-09","NY",9,3209,76,24,76
"2024",2020,"NY-10","NY",10,3210,85,14,85.86
"2024",2020,"NY-11","NY",11,3211,46,53,46.46
"2024",2020,"NY-12","NY",12,3212,85,14,85.86
"2024",2020,"NY-13","NY",13,3213,88,11,88.89
"2024",2020,"NY-14","NY",14,3214,77,22,77.78
"2024",2020,"NY-15","NY",15,3215,85,14,85.86
"2024",2020,"NY-16","NY",16,3216,72,27,72.73
"2024",2020,"NY-17","NY",17,3217,54,44,55.1
"2024",2020,"NY-18","NY",18,3218,54,45,54.55
"2024",2020,"NY-19","NY",19,3219,51,47,52.04
"2024",2020,"NY-20","NY",20,3220,59,39,60.2
"2024",2020,"NY-21","NY",21,3221,41,57,41.84
"2024",2020,"NY-22","NY",22,3222,55,43,56.12
"2024",2020,"NY-23","NY",23,3223,40,58,40.82
"2024",2020,"NY-24","NY",24,3224,39,59,39.8
"2024",2020,"NY-25","NY",25,3225,59,39,60.2
"2024",2020,"NY-26","NY",26,3226,62,37,62.63
"2024",2020,"NC-01","NC",1,3301,50,49,50.51
"2024",2020,"NC-02","NC",2,3302,67,32,67.68
"2024",2020,"NC-03","NC",3,3303,41,58,41.41
"2024",2020,"NC-04","NC",4,3304,72,26,73.47
"2024",2020,"NC-05","NC",5,3305,42,57,42.42
"2024",2020,"NC-06","NC",6,3306,41,58,41.41
"2024",2020,"NC-07","NC",7,3307,44,55,44.44
"2024",2020,"NC-08","NC",8,3308,41,58,41.41
"2024",2020,"NC-09","NC",9,3309,42,56,42.86
"2024",2020,"NC-10","NC",10,3310,41,57,41.84
"2024",2020,"NC-11","NC",11,3311,44,55,44.44
"2024",2020,"NC-12","NC",12,3312,74,24,75.51
"2024",2020,"NC-13","NC",13,3313,41,58,41.41
"2024",2020,"NC-14","NC",14,3314,41,58,41.41
"2024",2020,"ND-AL","ND",1,3401,32,65,32.99
"2024",2020,"OH-01","OH",1,3501,53,45,54.08
"2024",2020,"OH-02","OH",2,3502,27,72,27.27
"2024",2020,"OH-03","OH",3,3503,71,27,72.45
"2024",2020,"OH-04","OH",4,3504,31,67,31.63
"2024",2020,"OH-05","OH",5,3505,36,63,36.36
"2024",2020,"OH-06","OH",6,3506,35,64,35.35
"2024",2020,"OH-07","OH",7,3507,45,54,45.45
"2024",2020,"OH-08","OH",8,3508,38,60,38.78
"2024",2020,"OH-09","OH",9,3509,48,51,48.48
"2024",2020,"OH-10","OH",10,3510,47,51,47.96
"2024",2020,"OH-11","OH",11,3511,78,21,78.79
"2024",2020,"OH-12","OH",12,3512,34,65,34.34
"2024",2020,"OH-13","OH",13,3513,51,48,51.52
"2024",2020,"OH-14","OH",14,3514,42,57,42.42
"2024",2020,"OH-15","OH",15,3515,46,53,46.46
"2024",2020,"OK-01","OK",1,3601,38,59,39.18
"2024",2020,"OK-02","OK",2,3602,22,76,22.45
"2024",2020,"OK-03","OK",3,3603,27,71,27.55
"2024",2020,"OK-04","OK",4,3604,33,65,33.67
"2024",2020,"OK-05","OK",5,3605,40,57,41.24
"2024",2020,"OR-01","OR",1,3701,68,29,70.1
"2024",2020,"OR-02","OR",2,3702,37,61,37.76
"2024",2020,"OR-03","OR",3,3703,73,25,74.49
"2024",2020,"OR-04","OR",4,3704,55,42,56.7
"2024",2020,"OR-05","OR",5,3705,53,44,54.64
"2024",2020,"OR-06","OR",6,3706,55,42,56.7
"2024",2020,"PA-01","PA",1,3801,52,47,52.53
"2024",2020,"PA-02","PA",2,3802,71,28,71.72
"2024",2020,"PA-03","PA",3,3803,90,9,90.91
"2024",2020,"PA-04","PA",4,3804,59,40,59.6
"2024",2020,"PA-05","PA",5,3805,66,33,66.67
"2024",2020,"PA-06","PA",6,3806,57,42,57.58
"2024",2020,"PA-07","PA",7,3807,50,49,50.51
"2024",2020,"PA-08","PA",8,3808,48,51,48.48
"2024",2020,"PA-09","PA",9,3809,31,68,31.31
"2024",2020,"PA-10","PA",10,3810,47,51,47.96
"2024",2020,"PA-11","PA",11,3811,39,60,39.39
"2024",2020,"PA-12","PA",12,3812,59,39,60.2
"2024",2020,"PA-13","PA",13,3813,27,72,27.27
"2024",2020,"PA-14","PA",14,3814,34,65,34.34
"2024",2020,"PA-15","PA",15,3815,31,68,31.31
"2024",2020,"PA-16","PA",16,3816,39,60,39.39
"2024",2020,"PA-17","PA",17,3817,52,46,53.06
"2024",2020,"RI-01","RI",1,3901,64,35,64.65
"2024",2020,"RI-02","RI",2,3902,56,42,57.14
"2024",2020,"SC-01","SC",1,4001,45,53,45.92
"2024",2020,"SC-02","SC",2,4002,44,55,44.44
"2024",2020,"SC-03","SC",3,4003,31,68,31.31
"2024",2020,"SC-04","SC",4,4004,40,58,40.82
"2024",2020,"SC-05","SC",5,4005,40,58,40.82
"2024",2020,"SC-06","SC",6,4006,65,33,66.33
"2024",2020,"SC-07","SC",7,4007,40,59,40.4
"2024",2020,"SD-AL","SD",1,4101,36,62,36.73
"2024",2020,"TN-01","TN",1,4201,22,76,22.45
"2024",2020,"TN-02","TN",2,4202,34,64,34.69
"2024",2020,"TN-03","TN",3,4203,33,65,33.67
"2024",2020,"TN-04","TN",4,4204,30,68,30.61
"2024",2020,"TN-05","TN",5,4205,43,55,43.88
"2024",2020,"TN-06","TN",6,4206,34,64,34.69
"2024",2020,"TN-07","TN",7,4207,41,56,42.27
"2024",2020,"TN-08","TN",8,4208,31,68,31.31
"2024",2020,"TN-09","TN",9,4209,73,25,74.49
"2024",2020,"TX-01","TX",1,4301,26,72,26.53
"2024",2020,"TX-02","TX",2,4302,38,61,38.38
"2024",2020,"TX-03","TX",3,4303,42,56,42.86
"2024",2020,"TX-04","TX",4,4304,36,62,36.73
"2024",2020,"TX-05","TX",5,4305,38,61,38.38
"2024",2020,"TX-06","TX",6,4306,37,61,37.76
"2024",2020,"TX-07","TX",7,4307,64,34,65.31
"2024",2020,"TX-08","TX",8,4308,36,63,36.36
"2024",2020,"TX-09","TX",9,4309,76,23,76.77
"2024",2020,"TX-10","TX",10,4310,40,59,40.4
"2024",2020,"TX-11","TX",11,4311,29,69,29.59
"2024",2020,"TX-12","TX",12,4312,40,58,40.82
"2024",2020,"TX-13","TX",13,4313,26,72,26.53
"2024",2020,"TX-14","TX",14,4314,35,64,35.35
"2024",2020,"TX-15","TX",15,4315,48,51,48.48
"2024",2020,"TX-16","TX",16,4316,67,32,67.68
"2024",2020,"TX-17","TX",17,4317,38,61,38.38
"2024",2020,"TX-18","TX",18,4318,74,25,74.75
"2024",2020,"TX-19","TX",19,4319,26,72,26.53
"2024",2020,"TX-20","TX",20,4320,66,33,66.67
"2024",2020,"TX-21","TX",21,4321,39,59,39.8
"2024",2020,"TX-22","TX",22,4322,41,57,41.84
"2024",2020,"TX-23","TX",23,4323,46,53,46.46
"2024",2020,"TX-24","TX",24,4324,43,55,43.88
"2024",2020,"TX-25","TX",25,4325,34,65,34.34
"2024",2020,"TX-26","TX",26,4326,40,59,40.4
"2024",2020,"TX-27","TX",27,4327,38,61,38.38
"2024",2020,"TX-28","TX",28,4328,53,46,53.54
"2024",2020,"TX-29","TX",29,4329,68,31,68.69
"2024",2020,"TX-30","TX",30,4330,78,21,78.79
"2024",2020,"TX-31","TX",31,4331,39,59,39.8
"2024",2020,"TX-32","TX",32,4332,66,33,66.67
"2024",2020,"TX-33","TX",33,4333,74,24,75.51
"2024",2020,"TX-34","TX",34,4334,57,42,57.58
"2024",2020,"TX-35","TX",35,4335,72,26,73.47
"2024",2020,"TX-36","TX",36,4336,34,65,34.34
"2024",2020,"TX-37","TX",37,4337,75,23,76.53
"2024",2020,"TX-38","TX",38,4338,40,58,40.82
"2024",2020,"UT-01","UT",1,4401,38,58,39.58
"2024",2020,"UT-02","UT",2,4402,40,57,41.24
"2024",2020,"UT-03","UT",3,4403,38,57,40
"2024",2020,"UT-04","UT",4,4404,35,61,36.46
"2024",2020,"VT-AL","VT",1,4501,66,31,68.04
"2024",2020,"VA-01","VA",1,4601,46,52,46.94
"2024",2020,"VA-02","VA",2,4602,50,48,51.02
"2024",2020,"VA-03","VA",3,4603,68,30,69.39
"2024",2020,"VA-04","VA",4,4604,67,32,67.68
"2024",2020,"VA-05","VA",5,4605,45,53,45.92
"2024",2020,"VA-06","VA",6,4606,38,60,38.78
"2024",2020,"VA-07","VA",7,4607,53,46,53.54
"2024",2020,"VA-08","VA",8,4608,77,21,78.57
"2024",2020,"VA-09","VA",9,4609,28,70,28.57
"2024",2020,"VA-10","VA",10,4610,58,40,59.18
"2024",2020,"VA-11","VA",11,4611,70,29,70.71
"2024",2020,"WA-01","WA",1,4701,64,33,65.98
"2024",2020,"WA-02","WA",2,4702,60,37,61.86
"2024",2020,"WA-03","WA",3,4703,47,51,47.96
"2024",2020,"WA-04","WA",4,4704,40,57,41.24
"2024",2020,"WA-05","WA",5,4705,44,54,44.9
"2024",2020,"WA-06","WA",6,4706,57,40,58.76
"2024",2020,"WA-07","WA",7,4707,87,11,88.78
"2024",2020,"WA-08","WA",8,4708,52,45,53.61
"2024",2020,"WA-09","WA",9,4709,72,26,73.47
"2024",2020,"WA-10","WA",10,4710,57,40,58.76
"2024",2020,"WV-01","WV",1,4801,29,70,29.29
"2024",2020,"WV-02","WV",2,4802,31,68,31.31
"2024",2020,"WI-01","WI",1,4901,48,50,48.98
"2024",2020,"WI-02","WI",2,4902,70,28,71.43
"2024",2020,"WI-03","WI",3,4903,47,51,47.96
"2024",2020,"WI-04","WI",4,4904,76,23,76.77
"2024",2020,"WI-05","WI",5,4905,38,61,38.38
"2024",2020,"WI-06","WI",6,4906,41,57,41.84
"2024",2020,"WI-07","WI",7,4907,39,59,39.8
"2024",2020,"WI-08","WI",8,4908,41,57,41.84
"2024",2020,"WY-AL","WY",1,5001,27,70,27.84
"2024",2024,"AL-01","AL",1,101,22,77,22.22
"2024",2024,"AL-02","AL",2,102,54,45,54.55
"2024",2024,"AL-03","AL",3,103,26,73,26.26
"2024",2024,"AL-04","AL",4,104,16,83,16.16
"2024",2024,"AL-05","AL",5,105,35,64,35.35
"2024",2024,"AL-06","AL",6,106,30,69,30.3
"2024",2024,"AL-07","AL",7,107,61,38,61.62
"2024",2024,"AK-AL","AK",1,201,41,55,42.71
"2024",2024,"AZ-01","AZ",1,301,48,51,48.48
